,time,username,likes
396188,2016-02-08 05:00:00+00,IDEXX,32368
396193,2016-02-08 05:00:00+00,FOXTV,2157869
396207,2016-02-08 05:00:00+00,dexcom,21869
396280,2016-02-08 05:00:00+00,TripAdvisor,2935641
396295,2016-02-08 05:00:00+00,illuminainc,5829
396465,2016-02-08 05:00:00+00,siriusxm,952159
396492,2016-02-08 05:00:00+00,NetEaseOfficial,590
396498,2016-02-08 05:00:00+00,netflix,20194500
396507,2016-02-08 05:00:00+00,PayPal,4595459
396582,2016-02-08 05:00:00+00,facebook,169945805
396664,2016-02-08 05:00:00+00,Intel,25207115
396694,2016-02-08 05:00:00+00,dollartree,1776608
396728,2016-02-08 05:00:00+00,XilinxInc,16252
396737,2016-02-08 05:00:00+00,match,822233
396768,2016-02-08 05:00:00+00,intuit,215397
396792,2016-02-08 05:00:00+00,marriottinternational,279334
396838,2016-02-08 05:00:00+00,workday,9263
396876,2016-02-08 05:00:00+00,Verisign,296167
396880,2016-02-08 05:00:00+00,NVIDIA,1886778
396969,2016-02-08 05:00:00+00,Paychex,12366
396984,2016-02-08 05:00:00+00,lululemon,1438813
396987,2016-02-08 05:00:00+00,Costco,1353267
396997,2016-02-08 05:00:00+00,PACCARFinancial,445
397009,2016-02-08 05:00:00+00,Qualcomm,2429472
397067,2016-02-08 05:00:00+00,LamResearchCorporation,7178
397083,2016-02-08 05:00:00+00,fastenalcompany,13705
397144,2016-02-08 05:00:00+00,CDWCorporation,94788
397185,2016-02-08 05:00:00+00,AMD,2130153
397190,2016-02-08 05:00:00+00,xcelenergy,16468
397209,2016-02-08 05:00:00+00,MonsterEnergy,24061064
397225,2016-02-08 05:00:00+00,MercadoLibre,3756853
397230,2016-02-08 05:00:00+00,mondelezinternational,128895
397233,2016-02-08 05:00:00+00,americanelectricpower,10681
397244,2016-02-08 05:00:00+00,AutomaticDataProcessing,21657
397272,2016-02-08 05:00:00+00,Copart,231208
397407,2016-02-08 05:00:00+00,Broadcom,10657
397504,2016-02-08 05:00:00+00,autodesk,759217
397683,2016-02-08 05:00:00+00,Cognizant,290180
397740,2016-02-08 05:00:00+00,ANSYSInc,54419
397758,2016-02-08 05:00:00+00,Cisco,760033
397935,2016-02-08 05:00:00+00,Cintas,13194
397937,2016-02-08 05:00:00+00,Adobe,315648
397959,2016-02-08 05:00:00+00,AnalogDevicesInc,9536
397983,2016-02-08 05:00:00+00,Amazon,26566355
398006,2016-02-08 05:00:00+00,Activision,535341
398051,2016-02-08 05:00:00+00,OfficialCSX,149144
398117,2016-02-10 05:00:00+00,dollartree,1780257
398176,2016-02-10 05:00:00+00,Intel,25206092
398329,2016-02-10 05:00:00+00,facebook,169932468
398457,2016-02-10 05:00:00+00,Cintas,13200
398491,2016-02-10 05:00:00+00,Adobe,315752
398498,2016-02-10 05:00:00+00,PayPal,4598456
398510,2016-02-10 05:00:00+00,autodesk,759431
398517,2016-02-10 05:00:00+00,Cerner,15702
398518,2016-02-10 05:00:00+00,netflix,20234376
398533,2016-02-10 05:00:00+00,NetEaseOfficial,590
398571,2016-02-10 05:00:00+00,siriusxm,952415
398623,2016-02-10 05:00:00+00,Google,19332974
398765,2016-02-10 05:00:00+00,OfficialCSX,149150
398775,2016-02-10 05:00:00+00,Fiserv,9808
398842,2016-02-10 05:00:00+00,AnalogDevicesInc,9540
398918,2016-02-10 05:00:00+00,illuminainc,5839
398951,2016-02-10 05:00:00+00,TripAdvisor,2938671
399043,2016-02-10 05:00:00+00,invisalign,159491
399094,2016-02-10 05:00:00+00,dexcom,21895
399119,2016-02-10 05:00:00+00,FOXTV,2159737
399127,2016-02-10 05:00:00+00,IDEXX,32378
399182,2016-02-10 05:00:00+00,Amazon,26569571
399233,2016-02-10 05:00:00+00,Cognizant,290350
399452,2016-02-10 05:00:00+00,ANSYSInc,54439
399464,2016-02-10 05:00:00+00,checkpointsoftware,20642
399548,2016-02-10 05:00:00+00,EA,4199002
399555,2016-02-10 05:00:00+00,Activision,536993
399569,2016-02-10 05:00:00+00,eBayGlobal,3497211
399594,2016-02-10 05:00:00+00,splunk,27869
399720,2016-02-10 05:00:00+00,Walgreens,4317460
399985,2016-02-10 05:00:00+00,CDWCorporation,94782
399995,2016-02-10 05:00:00+00,AMD,2130022
400020,2016-02-10 05:00:00+00,xcelenergy,16477
400090,2016-02-10 05:00:00+00,fastenalcompany,13708
400103,2016-02-10 05:00:00+00,MonsterEnergy,24062739
400118,2016-02-10 05:00:00+00,LamResearchCorporation,7612
400158,2016-02-10 05:00:00+00,MercadoLibre,3763402
400178,2016-02-10 05:00:00+00,mondelezinternational,128933
400193,2016-02-10 05:00:00+00,americanelectricpower,10685
400234,2016-02-10 05:00:00+00,Qualcomm,2429785
400239,2016-02-10 05:00:00+00,AutomaticDataProcessing,21678
400274,2016-02-10 05:00:00+00,PACCARFinancial,445
400301,2016-02-10 05:00:00+00,Costco,1353848
400302,2016-02-10 05:00:00+00,lululemon,1440027
400319,2016-02-10 05:00:00+00,Microsoft,7678311
400330,2016-02-10 05:00:00+00,Paychex,12368
400334,2016-02-10 05:00:00+00,Copart,231242
400480,2016-02-10 05:00:00+00,Cisco,760187
400517,2016-02-10 05:00:00+00,NVIDIA,1887059
400526,2016-02-10 05:00:00+00,Verisign,296111
400593,2016-02-10 05:00:00+00,workday,9273
400669,2016-02-10 05:00:00+00,PepsiCo,177982
400690,2016-02-10 05:00:00+00,marriottinternational,279426
400710,2016-02-10 05:00:00+00,Broadcom,10661
400747,2016-02-10 05:00:00+00,intuit,215410
400765,2016-02-10 05:00:00+00,match,822318
400794,2016-02-10 05:00:00+00,XilinxInc,16258
400895,2016-02-11 05:00:00+00,Cisco,760310
400963,2016-02-11 05:00:00+00,PepsiCo,178883
401051,2016-02-11 05:00:00+00,eBayGlobal,3497458
401055,2016-02-11 05:00:00+00,EA,4200089
401121,2016-02-11 05:00:00+00,IDEXX,32426
401125,2016-02-11 05:00:00+00,FOXTV,2161187
401128,2016-02-11 05:00:00+00,dexcom,21914
401144,2016-02-11 05:00:00+00,TripAdvisor,2941576
401156,2016-02-11 05:00:00+00,illuminainc,5856
401218,2016-02-11 05:00:00+00,siriusxm,952624
401226,2016-02-11 05:00:00+00,NetEaseOfficial,588
401230,2016-02-11 05:00:00+00,netflix,20285581
401259,2016-02-11 05:00:00+00,facebook,169938040
401286,2016-02-11 05:00:00+00,Intel,25204595
401295,2016-02-11 05:00:00+00,dollartree,1782714
401315,2016-02-11 05:00:00+00,match,822389
401319,2016-02-11 05:00:00+00,intuit,215425
401354,2016-02-11 05:00:00+00,Verisign,296103
401426,2016-02-11 05:00:00+00,fastenalcompany,13709
401506,2016-02-11 05:00:00+00,Broadcom,10663
401569,2016-02-11 05:00:00+00,autodesk,759651
401623,2016-02-11 05:00:00+00,Cognizant,290426
401637,2016-02-11 05:00:00+00,ANSYSInc,54453
401849,2016-02-11 05:00:00+00,invisalign,159698
401942,2016-02-11 05:00:00+00,Google,19334243
401966,2016-02-11 05:00:00+00,Walgreens,4317775
401972,2016-02-11 05:00:00+00,splunk,27874
402000,2016-02-11 05:00:00+00,OfficialCSX,149144
402028,2016-02-11 05:00:00+00,Activision,538443
402046,2016-02-11 05:00:00+00,Amazon,26570993
402062,2016-02-11 05:00:00+00,AnalogDevicesInc,9553
402070,2016-02-11 05:00:00+00,Adobe,315853
402071,2016-02-11 05:00:00+00,Cintas,13216
402462,2016-02-11 05:00:00+00,Copart,231274
402479,2016-02-11 05:00:00+00,AutomaticDataProcessing,21694
402488,2016-02-11 05:00:00+00,americanelectricpower,10698
402490,2016-02-11 05:00:00+00,mondelezinternational,128994
402494,2016-02-11 05:00:00+00,MercadoLibre,3772260
402501,2016-02-11 05:00:00+00,MonsterEnergy,24063487
402510,2016-02-11 05:00:00+00,xcelenergy,16485
402516,2016-02-11 05:00:00+00,AMD,2130228
402581,2016-02-11 05:00:00+00,LamResearchCorporation,8012
402608,2016-02-11 05:00:00+00,Qualcomm,2429732
402619,2016-02-11 05:00:00+00,PACCARFinancial,445
402625,2016-02-11 05:00:00+00,Costco,1354205
402626,2016-02-11 05:00:00+00,lululemon,1440974
402631,2016-02-11 05:00:00+00,Paychex,12371
402688,2016-02-11 05:00:00+00,NVIDIA,1887282
402741,2016-02-11 05:00:00+00,marriottinternational,279544
402906,2016-02-11 05:00:00+00,PayPal,4600129
403184,2016-02-11 05:00:00+00,checkpointsoftware,20654
403351,2016-02-11 05:00:00+00,Microsoft,7680021
403417,2016-02-11 05:00:00+00,Cerner,15717
403437,2016-02-11 05:00:00+00,Fiserv,9813
403503,2016-02-11 05:00:00+00,CDWCorporation,94771
403518,2016-02-11 05:00:00+00,workday,9283
403524,2016-02-11 05:00:00+00,XilinxInc,16264
403614,2016-02-12 05:00:00+00,Broadcom,10664
403679,2016-02-12 05:00:00+00,invisalign,159961
403687,2016-02-12 05:00:00+00,Copart,231288
403749,2016-02-12 05:00:00+00,Paychex,12373
403751,2016-02-12 05:00:00+00,lululemon,1441836
403753,2016-02-12 05:00:00+00,Costco,1354720
403776,2016-02-12 05:00:00+00,AutomaticDataProcessing,21711
403783,2016-02-12 05:00:00+00,PACCARFinancial,448
403822,2016-02-12 05:00:00+00,Qualcomm,2429440
403831,2016-02-12 05:00:00+00,americanelectricpower,10705
403846,2016-02-12 05:00:00+00,mondelezinternational,129058
403851,2016-02-12 05:00:00+00,CDWCorporation,94765
403863,2016-02-12 05:00:00+00,MercadoLibre,3779406
403895,2016-02-12 05:00:00+00,Cisco,760476
403904,2016-02-12 05:00:00+00,LamResearchCorporation,8445
403910,2016-02-12 05:00:00+00,MonsterEnergy,24067474
403937,2016-02-12 05:00:00+00,fastenalcompany,13716
403983,2016-02-12 05:00:00+00,xcelenergy,16492
404063,2016-02-12 05:00:00+00,AnalogDevicesInc,9560
404067,2016-02-12 05:00:00+00,Fiserv,9816
404111,2016-02-12 05:00:00+00,Adobe,315956
404118,2016-02-12 05:00:00+00,Cintas,13233
404122,2016-02-12 05:00:00+00,Cerner,15722
404165,2016-02-12 05:00:00+00,Walgreens,4318138
404226,2016-02-12 05:00:00+00,OfficialCSX,149155
404246,2016-02-12 05:00:00+00,PepsiCo,180131
404345,2016-02-12 05:00:00+00,Microsoft,7681001
404588,2016-02-12 05:00:00+00,Google,19333688
404736,2016-02-12 05:00:00+00,eBayGlobal,3497383
404749,2016-02-12 05:00:00+00,EA,4200759
404801,2016-02-12 05:00:00+00,ANSYSInc,54479
404825,2016-02-12 05:00:00+00,checkpointsoftware,20663
404987,2016-02-12 05:00:00+00,Cognizant,290524
405126,2016-02-12 05:00:00+00,IDEXX,32477
405132,2016-02-12 05:00:00+00,FOXTV,2163090
405159,2016-02-12 05:00:00+00,dexcom,21924
405241,2016-02-12 05:00:00+00,TripAdvisor,2944066
405275,2016-02-12 05:00:00+00,splunk,27881
405310,2016-02-12 05:00:00+00,illuminainc,5866
405564,2016-02-12 05:00:00+00,autodesk,759720
405577,2016-02-12 05:00:00+00,Activision,540374
405596,2016-02-12 05:00:00+00,siriusxm,952844
405647,2016-02-12 05:00:00+00,NetEaseOfficial,590
405660,2016-02-12 05:00:00+00,netflix,20328055
405676,2016-02-12 05:00:00+00,PayPal,4601266
405826,2016-02-12 05:00:00+00,facebook,169929120
405934,2016-02-12 05:00:00+00,Intel,25203395
406009,2016-02-12 05:00:00+00,dollartree,1785451
406093,2016-02-12 05:00:00+00,match,822471
406108,2016-02-12 05:00:00+00,intuit,215426
406137,2016-02-12 05:00:00+00,XilinxInc,16272
406168,2016-02-12 05:00:00+00,marriottinternational,279688
406200,2016-02-12 05:00:00+00,AMD,2130374
406221,2016-02-12 05:00:00+00,Amazon,26572488
406281,2016-02-12 05:00:00+00,workday,9296
406293,2016-02-12 05:00:00+00,NVIDIA,1887539
406309,2016-02-12 05:00:00+00,Verisign,296064
406383,2016-02-13 05:00:00+00,Cognizant,290591
406384,2016-02-13 05:00:00+00,PayPal,4602951
406402,2016-02-13 05:00:00+00,XilinxInc,16299
406451,2016-02-13 05:00:00+00,NVIDIA,1887903
406456,2016-02-13 05:00:00+00,AMD,2130535
406530,2016-02-13 05:00:00+00,invisalign,160169
406539,2016-02-13 05:00:00+00,Copart,231320
406572,2016-02-13 05:00:00+00,Cisco,760581
406620,2016-02-13 05:00:00+00,Broadcom,10664
406657,2016-02-13 05:00:00+00,lululemon,1442773
406660,2016-02-13 05:00:00+00,Costco,1355023
406698,2016-02-13 05:00:00+00,Paychex,12393
406707,2016-02-13 05:00:00+00,AutomaticDataProcessing,21738
406721,2016-02-13 05:00:00+00,PACCARFinancial,447
406781,2016-02-13 05:00:00+00,americanelectricpower,10711
406806,2016-02-13 05:00:00+00,Qualcomm,2429372
406844,2016-02-13 05:00:00+00,mondelezinternational,129139
406875,2016-02-13 05:00:00+00,CDWCorporation,94759
406887,2016-02-13 05:00:00+00,MercadoLibre,3785899
406912,2016-02-13 05:00:00+00,IDEXX,32497
406964,2016-02-13 05:00:00+00,LamResearchCorporation,8801
406973,2016-02-13 05:00:00+00,MonsterEnergy,24070904
407032,2016-02-13 05:00:00+00,fastenalcompany,13729
407053,2016-02-13 05:00:00+00,dexcom,21940
407122,2016-02-13 05:00:00+00,xcelenergy,16493
407185,2016-02-13 05:00:00+00,FOXTV,2164709
407196,2016-02-13 05:00:00+00,workday,9308
407285,2016-02-13 05:00:00+00,AnalogDevicesInc,9565
407293,2016-02-13 05:00:00+00,Fiserv,9821
407381,2016-02-13 05:00:00+00,Adobe,316036
407392,2016-02-13 05:00:00+00,TripAdvisor,2946157
407393,2016-02-13 05:00:00+00,Cintas,13244
407399,2016-02-13 05:00:00+00,Cerner,15732
407541,2016-02-13 05:00:00+00,Walgreens,4318686
407587,2016-02-13 05:00:00+00,Amazon,26573799
407627,2016-02-13 05:00:00+00,OfficialCSX,149149
407644,2016-02-13 05:00:00+00,facebook,169927481
407660,2016-02-13 05:00:00+00,PepsiCo,180218
407678,2016-02-13 05:00:00+00,illuminainc,5874
407853,2016-02-13 05:00:00+00,Microsoft,7682221
407905,2016-02-13 05:00:00+00,intuit,215432
408009,2016-02-13 05:00:00+00,match,822544
408340,2016-02-13 05:00:00+00,Google,19334222
408482,2016-02-13 05:00:00+00,Intel,25204443
408636,2016-02-13 05:00:00+00,eBayGlobal,3497564
408666,2016-02-13 05:00:00+00,EA,4201425
408685,2016-02-13 05:00:00+00,autodesk,759941
408748,2016-02-13 05:00:00+00,Activision,542436
408760,2016-02-13 05:00:00+00,ANSYSInc,54515
408802,2016-02-13 05:00:00+00,checkpointsoftware,20673
408892,2016-02-13 05:00:00+00,Verisign,296041
408902,2016-02-13 05:00:00+00,marriottinternational,279769
408912,2016-02-13 05:00:00+00,siriusxm,953072
408965,2016-02-13 05:00:00+00,splunk,27891
408998,2016-02-13 05:00:00+00,NetEaseOfficial,591
409063,2016-02-13 05:00:00+00,netflix,20363636
409081,2016-02-13 05:00:00+00,dollartree,1787938
409144,2016-02-14 05:00:00+00,OfficialCSX,149157
409199,2016-02-14 05:00:00+00,Activision,544195
409226,2016-02-14 05:00:00+00,Amazon,26575979
409250,2016-02-14 05:00:00+00,AnalogDevicesInc,9575
409265,2016-02-14 05:00:00+00,Cintas,13253
409266,2016-02-14 05:00:00+00,Adobe,316168
409460,2016-02-14 05:00:00+00,ANSYSInc,54541
409512,2016-02-14 05:00:00+00,Cognizant,290667
409675,2016-02-14 05:00:00+00,autodesk,760153
409934,2016-02-14 05:00:00+00,Copart,231339
409958,2016-02-14 05:00:00+00,AutomaticDataProcessing,21748
409965,2016-02-14 05:00:00+00,Broadcom,10669
409967,2016-02-14 05:00:00+00,americanelectricpower,10715
409975,2016-02-14 05:00:00+00,mondelezinternational,129191
409982,2016-02-14 05:00:00+00,CDWCorporation,94751
409983,2016-02-14 05:00:00+00,MercadoLibre,3789262
409996,2016-02-14 05:00:00+00,MonsterEnergy,24073074
410016,2016-02-14 05:00:00+00,xcelenergy,16495
410115,2016-02-14 05:00:00+00,fastenalcompany,13742
410136,2016-02-14 05:00:00+00,LamResearchCorporation,9190
410179,2016-02-14 05:00:00+00,Qualcomm,2429195
410202,2016-02-14 05:00:00+00,PACCARFinancial,447
410207,2016-02-14 05:00:00+00,Paychex,12414
410220,2016-02-14 05:00:00+00,Costco,1355501
410221,2016-02-14 05:00:00+00,lululemon,1443714
410295,2016-02-14 05:00:00+00,XilinxInc,16304
410324,2016-02-14 05:00:00+00,Verisign,296019
410345,2016-02-14 05:00:00+00,workday,9314
410358,2016-02-14 05:00:00+00,NVIDIA,1888283
410409,2016-02-14 05:00:00+00,AMD,2130801
410414,2016-02-14 05:00:00+00,marriottinternational,279892
410435,2016-02-14 05:00:00+00,match,822600
410446,2016-02-14 05:00:00+00,intuit,215417
410499,2016-02-14 05:00:00+00,Cisco,760718
410508,2016-02-14 05:00:00+00,dollartree,1789003
410556,2016-02-14 05:00:00+00,Intel,25206381
410616,2016-02-14 05:00:00+00,facebook,169927749
410702,2016-02-14 05:00:00+00,PayPal,4604548
410714,2016-02-14 05:00:00+00,netflix,20395102
410723,2016-02-14 05:00:00+00,NetEaseOfficial,592
410738,2016-02-14 05:00:00+00,siriusxm,953336
410919,2016-02-14 05:00:00+00,illuminainc,5884
410956,2016-02-14 05:00:00+00,TripAdvisor,2948252
410982,2016-02-14 05:00:00+00,FOXTV,2166183
411000,2016-02-14 05:00:00+00,dexcom,21949
411017,2016-02-14 05:00:00+00,IDEXX,32494
411182,2016-02-14 05:00:00+00,checkpointsoftware,20684
411230,2016-02-14 05:00:00+00,EA,4202179
411237,2016-02-14 05:00:00+00,eBayGlobal,3497476
411448,2016-02-14 05:00:00+00,Microsoft,7683564
411503,2016-02-14 05:00:00+00,PepsiCo,180279
411577,2016-02-14 05:00:00+00,Cerner,15731
411607,2016-02-14 05:00:00+00,Fiserv,9823
411644,2016-02-14 05:00:00+00,invisalign,160304
411804,2016-02-14 05:00:00+00,Google,19335149
411832,2016-02-14 05:00:00+00,Walgreens,4319275
411863,2016-02-14 05:00:00+00,splunk,27894
411879,2016-02-15 05:00:00+00,Verisign,296025
411894,2016-02-15 05:00:00+00,XilinxInc,16313
411962,2016-02-15 05:00:00+00,netflix,20434607
412007,2016-02-15 05:00:00+00,ANSYSInc,54562
412039,2016-02-15 05:00:00+00,NetEaseOfficial,592
412095,2016-02-15 05:00:00+00,Activision,545806
412121,2016-02-15 05:00:00+00,Cisco,760852
412124,2016-02-15 05:00:00+00,siriusxm,953593
412168,2016-02-15 05:00:00+00,xcelenergy,16495
412233,2016-02-15 05:00:00+00,Qualcomm,2429253
412240,2016-02-15 05:00:00+00,marriottinternational,280018
412309,2016-02-15 05:00:00+00,Intel,25206540
412337,2016-02-15 05:00:00+00,autodesk,760437
412360,2016-02-15 05:00:00+00,AMD,2131079
412433,2016-02-15 05:00:00+00,invisalign,160489
412549,2016-02-15 05:00:00+00,dollartree,1789065
412576,2016-02-15 05:00:00+00,NVIDIA,1888602
412638,2016-02-15 05:00:00+00,Google,19337482
412799,2016-02-15 05:00:00+00,Amazon,26576837
412808,2016-02-15 05:00:00+00,EA,4203235
412849,2016-02-15 05:00:00+00,match,822709
412892,2016-02-15 05:00:00+00,mondelezinternational,129247
412908,2016-02-15 05:00:00+00,AnalogDevicesInc,9578
412938,2016-02-15 05:00:00+00,Fiserv,9828
413020,2016-02-15 05:00:00+00,eBayGlobal,3497480
413087,2016-02-15 05:00:00+00,MercadoLibre,3792982
413100,2016-02-15 05:00:00+00,CDWCorporation,94750
413160,2016-02-15 05:00:00+00,intuit,215420
413227,2016-02-15 05:00:00+00,Microsoft,7688193
413334,2016-02-15 05:00:00+00,Cintas,13259
413368,2016-02-15 05:00:00+00,Cerner,15734
413372,2016-02-15 05:00:00+00,Broadcom,10671
413389,2016-02-15 05:00:00+00,illuminainc,5888
413427,2016-02-15 05:00:00+00,Adobe,316323
413432,2016-02-15 05:00:00+00,Walgreens,4319553
413451,2016-02-15 05:00:00+00,facebook,169939674
413523,2016-02-15 05:00:00+00,lululemon,1444678
413561,2016-02-15 05:00:00+00,Costco,1355801
413634,2016-02-15 05:00:00+00,TripAdvisor,2950735
413739,2016-02-15 05:00:00+00,LamResearchCorporation,9586
413773,2016-02-15 05:00:00+00,Cognizant,290725
413794,2016-02-15 05:00:00+00,MonsterEnergy,24074049
413832,2016-02-15 05:00:00+00,FOXTV,2167743
413917,2016-02-15 05:00:00+00,workday,9314
413967,2016-02-15 05:00:00+00,dexcom,21969
413970,2016-02-15 05:00:00+00,checkpointsoftware,20683
414086,2016-02-15 05:00:00+00,IDEXX,32495
414137,2016-02-15 05:00:00+00,OfficialCSX,149223
414213,2016-02-15 05:00:00+00,AutomaticDataProcessing,21760
414320,2016-02-15 05:00:00+00,Copart,231390
414397,2016-02-15 05:00:00+00,americanelectricpower,10720
414430,2016-02-15 05:00:00+00,PepsiCo,180431
414442,2016-02-15 05:00:00+00,PACCARFinancial,446
414463,2016-02-15 05:00:00+00,Paychex,12432
414476,2016-02-15 05:00:00+00,fastenalcompany,13744
414616,2016-02-15 05:00:00+00,PayPal,4605229
414627,2016-02-15 05:00:00+00,splunk,27900
414697,2016-02-16 05:00:00+00,Paychex,12449
414717,2016-02-16 05:00:00+00,Cognizant,290823
414751,2016-02-16 05:00:00+00,dollartree,1789157
414765,2016-02-16 05:00:00+00,americanelectricpower,10744
414900,2016-02-16 05:00:00+00,Microsoft,7690881
414946,2016-02-16 05:00:00+00,checkpointsoftware,20694
414999,2016-02-16 05:00:00+00,ANSYSInc,54597
415097,2016-02-16 05:00:00+00,EA,4203852
415125,2016-02-16 05:00:00+00,eBayGlobal,3497200
415140,2016-02-16 05:00:00+00,splunk,27899
415207,2016-02-16 05:00:00+00,Google,19336794
415441,2016-02-16 05:00:00+00,Intel,25206630
415457,2016-02-16 05:00:00+00,Qualcomm,2428998
415550,2016-02-16 05:00:00+00,Amazon,26578855
415576,2016-02-16 05:00:00+00,mondelezinternational,129329
415630,2016-02-16 05:00:00+00,MercadoLibre,3796487
415718,2016-02-16 05:00:00+00,facebook,169928153
415726,2016-02-16 05:00:00+00,CDWCorporation,94755
415794,2016-02-16 05:00:00+00,LamResearchCorporation,9995
415802,2016-02-16 05:00:00+00,MonsterEnergy,24074397
415833,2016-02-16 05:00:00+00,invisalign,160673
415916,2016-02-16 05:00:00+00,Verisign,295985
415975,2016-02-16 05:00:00+00,PayPal,4605625
415983,2016-02-16 05:00:00+00,fastenalcompany,13747
416060,2016-02-16 05:00:00+00,netflix,20474122
416096,2016-02-16 05:00:00+00,NetEaseOfficial,593
416121,2016-02-16 05:00:00+00,Activision,547184
416137,2016-02-16 05:00:00+00,siriusxm,953789
416143,2016-02-16 05:00:00+00,XilinxInc,16315
416173,2016-02-16 05:00:00+00,xcelenergy,16499
416197,2016-02-16 05:00:00+00,marriottinternational,280161
416255,2016-02-16 05:00:00+00,autodesk,760644
416276,2016-02-16 05:00:00+00,match,822767
416301,2016-02-16 05:00:00+00,AMD,2131788
416308,2016-02-16 05:00:00+00,Copart,231414
416460,2016-02-16 05:00:00+00,Broadcom,10671
416492,2016-02-16 05:00:00+00,NVIDIA,1888930
416547,2016-02-16 05:00:00+00,AnalogDevicesInc,9587
416557,2016-02-16 05:00:00+00,Fiserv,9831
416676,2016-02-16 05:00:00+00,intuit,215442
416749,2016-02-16 05:00:00+00,Cintas,13266
416760,2016-02-16 05:00:00+00,Cerner,15746
416776,2016-02-16 05:00:00+00,illuminainc,5895
416794,2016-02-16 05:00:00+00,Adobe,316485
416808,2016-02-16 05:00:00+00,Walgreens,4319621
416853,2016-02-16 05:00:00+00,Costco,1356062
416892,2016-02-16 05:00:00+00,TripAdvisor,2953321
416919,2016-02-16 05:00:00+00,lululemon,1445764
416957,2016-02-16 05:00:00+00,workday,9318
416995,2016-02-16 05:00:00+00,FOXTV,2169662
417060,2016-02-16 05:00:00+00,dexcom,21987
417103,2016-02-16 05:00:00+00,Cisco,760993
417125,2016-02-16 05:00:00+00,IDEXX,32496
417157,2016-02-16 05:00:00+00,OfficialCSX,149246
417162,2016-02-16 05:00:00+00,AutomaticDataProcessing,21782
417302,2016-02-16 05:00:00+00,PepsiCo,180504
417303,2016-02-16 05:00:00+00,PACCARFinancial,448
417426,2016-02-17 05:00:00+00,match,822823
417431,2016-02-17 05:00:00+00,Verisign,295997
417458,2016-02-17 05:00:00+00,workday,9327
417505,2016-02-17 05:00:00+00,Amazon,26579834
417586,2016-02-17 05:00:00+00,marriottinternational,280304
417598,2016-02-17 05:00:00+00,AMD,2132503
417646,2016-02-17 05:00:00+00,intuit,215455
417746,2016-02-17 05:00:00+00,dollartree,1789237
417836,2016-02-17 05:00:00+00,Intel,25209674
417929,2016-02-17 05:00:00+00,facebook,169940100
418056,2016-02-17 05:00:00+00,PayPal,4606501
418102,2016-02-17 05:00:00+00,netflix,20537979
418119,2016-02-17 05:00:00+00,NetEaseOfficial,595
418132,2016-02-17 05:00:00+00,Activision,548495
418139,2016-02-17 05:00:00+00,siriusxm,954008
418197,2016-02-17 05:00:00+00,autodesk,760880
418469,2016-02-17 05:00:00+00,illuminainc,5901
418517,2016-02-17 05:00:00+00,TripAdvisor,2956268
418566,2016-02-17 05:00:00+00,FOXTV,2171563
418603,2016-02-17 05:00:00+00,dexcom,22007
418637,2016-02-17 05:00:00+00,IDEXX,32494
418807,2016-02-17 05:00:00+00,Cognizant,290917
418920,2016-02-17 05:00:00+00,checkpointsoftware,20697
418946,2016-02-17 05:00:00+00,ANSYSInc,54621
418997,2016-02-17 05:00:00+00,EA,4204663
419010,2016-02-17 05:00:00+00,eBayGlobal,3497335
419170,2016-02-17 05:00:00+00,Cisco,761178
419179,2016-02-17 05:00:00+00,splunk,27912
419313,2016-02-17 05:00:00+00,Google,19339615
419397,2016-02-17 05:00:00+00,Microsoft,7694171
419486,2016-02-17 05:00:00+00,PepsiCo,180590
419519,2016-02-17 05:00:00+00,OfficialCSX,149278
419612,2016-02-17 05:00:00+00,Walgreens,4319699
419617,2016-02-17 05:00:00+00,Adobe,316752
419629,2016-02-17 05:00:00+00,Cerner,15757
419630,2016-02-17 05:00:00+00,Cintas,13277
419691,2016-02-17 05:00:00+00,Fiserv,9837
419692,2016-02-17 05:00:00+00,AnalogDevicesInc,9594
419768,2016-02-17 05:00:00+00,xcelenergy,16505
419783,2016-02-17 05:00:00+00,Broadcom,10676
419819,2016-02-17 05:00:00+00,fastenalcompany,13753
419859,2016-02-17 05:00:00+00,invisalign,160877
419865,2016-02-17 05:00:00+00,LamResearchCorporation,10362
419866,2016-02-17 05:00:00+00,MonsterEnergy,24076503
419882,2016-02-17 05:00:00+00,CDWCorporation,94755
419907,2016-02-17 05:00:00+00,MercadoLibre,3800026
419919,2016-02-17 05:00:00+00,Qualcomm,2429088
419925,2016-02-17 05:00:00+00,mondelezinternational,129423
419967,2016-02-17 05:00:00+00,Paychex,12463
419973,2016-02-17 05:00:00+00,americanelectricpower,10778
419986,2016-02-17 05:00:00+00,PACCARFinancial,449
419995,2016-02-17 05:00:00+00,AutomaticDataProcessing,21803
420010,2016-02-17 05:00:00+00,lululemon,1446866
420013,2016-02-17 05:00:00+00,Costco,1356346
420040,2016-02-17 05:00:00+00,NVIDIA,1889456
420053,2016-02-17 05:00:00+00,Copart,231745
420124,2016-02-17 05:00:00+00,XilinxInc,16324
420218,2016-02-18 05:00:00+00,PACCARFinancial,449
420246,2016-02-18 05:00:00+00,PepsiCo,180715
420330,2016-02-18 05:00:00+00,OfficialCSX,149306
420390,2016-02-18 05:00:00+00,AutomaticDataProcessing,21823
420401,2016-02-18 05:00:00+00,IDEXX,32494
420431,2016-02-18 05:00:00+00,AMD,2132627
420476,2016-02-18 05:00:00+00,dexcom,22027
