,time,username,likes
1975714,2017-05-26 04:00:00+00,siriusxm,1121057
1975768,2017-05-26 04:00:00+00,Cisco,844680
1975806,2017-05-26 04:00:00+00,Synopsys,21090
1975843,2017-05-26 04:00:00+00,MarvellSemiconductor,1693
1975858,2017-05-26 04:00:00+00,TripAdvisor,4436979
1975892,2017-05-26 04:00:00+00,illuminainc,11064
1975948,2017-05-26 04:00:00+00,IDEXX,41830
1976002,2017-05-26 04:00:00+00,Walgreens,4459283
1976096,2017-05-26 04:00:00+00,tesla,2105972
1976105,2017-05-26 04:00:00+00,Starbucks,36746697
1976106,2017-05-26 04:00:00+00,Verisign,307966
1976177,2017-05-26 04:00:00+00,DocuSign,186953
1976395,2017-05-26 04:00:00+00,xcelenergy,18386
1976408,2017-05-27 04:00:00+00,Cognizant,328098
1976412,2017-05-27 04:00:00+00,Adobe,412420
1976566,2017-05-27 04:00:00+00,AMD,2514512
1976627,2017-05-27 04:00:00+00,MaximIntegrated,6535
1976829,2017-05-27 04:00:00+00,Intel,35512846
1976910,2017-05-27 04:00:00+00,AnalogDevicesInc,65347
1976920,2017-05-27 04:00:00+00,nxpsemi,77052
1976986,2017-05-27 04:00:00+00,AutomaticDataProcessing,32546
1977106,2017-05-27 04:00:00+00,Costco,1565680
1977171,2017-05-27 04:00:00+00,illuminainc,11076
1977345,2017-05-27 04:00:00+00,oreillyautoparts,648681
1977372,2017-05-27 04:00:00+00,facebook,187781697
1977419,2017-05-27 04:00:00+00,microchiptechnology,347566
1977511,2017-05-27 04:00:00+00,ANSYSInc,86273
1977534,2017-05-27 04:00:00+00,netflix,34938734
1977565,2017-05-27 04:00:00+00,Qualcomm,2708077
1977614,2017-05-27 04:00:00+00,MonsterEnergy,25719758
1977628,2017-05-27 04:00:00+00,EA,4627331
1977643,2017-05-27 04:00:00+00,Cintas,17535
1977731,2017-05-27 04:00:00+00,fastenalcompany,17463
1977766,2017-05-27 04:00:00+00,Fiserv,12697
1977775,2017-05-27 04:00:00+00,Amazon,27331598
1977853,2017-05-27 04:00:00+00,NetEaseOfficial,2291
1977950,2017-05-27 04:00:00+00,NVIDIA,2089339
1977978,2017-05-27 04:00:00+00,xcelenergy,18397
1978000,2017-05-27 04:00:00+00,Google,23081958
1978020,2017-05-27 04:00:00+00,Walgreens,4459726
1978043,2017-05-27 04:00:00+00,TripAdvisor,4441089
1978087,2017-05-27 04:00:00+00,DocuSign,186993
1978094,2017-05-27 04:00:00+00,MarvellSemiconductor,1695
1978120,2017-05-27 04:00:00+00,Activision,836994
1978133,2017-05-27 04:00:00+00,Cisco,844893
1978221,2017-05-27 04:00:00+00,marriottinternational,344900
1978228,2017-05-27 04:00:00+00,dollartree,2262257
1978265,2017-05-27 04:00:00+00,splunk,49254
1978275,2017-05-27 04:00:00+00,workday,13927
1978412,2017-05-27 04:00:00+00,dexcom,53183
1978456,2017-05-27 04:00:00+00,OfficialCSX,155662
1978551,2017-05-27 04:00:00+00,Paychex,14270
1978609,2017-05-27 04:00:00+00,autodesk,1079359
1978660,2017-05-27 04:00:00+00,Atlassian,147890
1978705,2017-05-27 04:00:00+00,LamResearchCorporation,34390
1978711,2017-05-27 04:00:00+00,lululemon,1842000
1978734,2017-05-27 04:00:00+00,checkpointsoftware,25340
1978889,2017-05-27 04:00:00+00,MercadoLibre,5778217
1978990,2017-05-27 04:00:00+00,Copart,388588
1978997,2017-05-27 04:00:00+00,Synopsys,21092
1979052,2017-05-27 04:00:00+00,IDEXX,41839
1979177,2017-05-27 04:00:00+00,intuit,221409
1979292,2017-05-27 04:00:00+00,XilinxInc,19837
1979500,2017-05-27 04:00:00+00,PepsiCo,222210
1979671,2017-05-27 04:00:00+00,Microsoft,11642506
1979688,2017-05-27 04:00:00+00,americanelectricpower,13845
1979699,2017-05-27 04:00:00+00,Broadcom,11649
1979892,2017-05-27 04:00:00+00,tesla,2107079
1979937,2017-05-27 04:00:00+00,invisalign,236839
1979997,2017-05-27 04:00:00+00,mondelezinternational,172655
1980076,2017-05-27 04:00:00+00,Cerner,19439
1980088,2017-05-27 04:00:00+00,siriusxm,1122198
1980170,2017-05-27 04:00:00+00,PACCARFinancial,655
1980173,2017-05-27 04:00:00+00,Starbucks,36749684
1980299,2017-05-27 04:00:00+00,Verisign,307956
1980357,2017-05-27 04:00:00+00,PayPal,5431389
1980584,2017-05-27 04:00:00+00,skyworksinc,2429
1980621,2017-05-27 04:00:00+00,FOXTV,2481551
1980634,2017-05-27 04:00:00+00,CDWCorporation,105680
1980645,2017-05-27 04:00:00+00,asml,16879
1980679,2017-05-28 04:00:00+00,intuit,221415
1980739,2017-05-28 04:00:00+00,MarvellSemiconductor,1695
1980746,2017-05-28 04:00:00+00,Atlassian,147995
1980881,2017-05-28 04:00:00+00,TripAdvisor,4444897
1980958,2017-05-28 04:00:00+00,IDEXX,41857
1980986,2017-05-28 04:00:00+00,XilinxInc,19836
1981127,2017-05-28 04:00:00+00,skyworksinc,2435
1981134,2017-05-28 04:00:00+00,CDWCorporation,105730
1981158,2017-05-28 04:00:00+00,AMD,2514939
1981221,2017-05-28 04:00:00+00,illuminainc,11087
1981247,2017-05-28 04:00:00+00,microchiptechnology,347591
1981341,2017-05-28 04:00:00+00,dollartree,2262368
1981342,2017-05-28 04:00:00+00,workday,13936
1981430,2017-05-28 04:00:00+00,lululemon,1842377
1981439,2017-05-28 04:00:00+00,checkpointsoftware,25355
1981492,2017-05-28 04:00:00+00,MercadoLibre,5784229
1981524,2017-05-28 04:00:00+00,Copart,389186
1981760,2017-05-28 04:00:00+00,americanelectricpower,13852
1981761,2017-05-28 04:00:00+00,Broadcom,11652
1981862,2017-05-28 04:00:00+00,mondelezinternational,172722
1981920,2017-05-28 04:00:00+00,PACCARFinancial,655
1981981,2017-05-28 04:00:00+00,PayPal,5432169
1982068,2017-05-28 04:00:00+00,FOXTV,2481710
1982075,2017-05-28 04:00:00+00,asml,16896
1982084,2017-05-28 04:00:00+00,Cognizant,328148
1982228,2017-05-28 04:00:00+00,Intel,35514296
1982280,2017-05-28 04:00:00+00,AutomaticDataProcessing,32548
1982318,2017-05-28 04:00:00+00,Costco,1566054
1982398,2017-05-28 04:00:00+00,oreillyautoparts,648741
1982407,2017-05-28 04:00:00+00,facebook,187872454
1982460,2017-05-28 04:00:00+00,Qualcomm,2718260
1982494,2017-05-28 04:00:00+00,EA,4627852
1982526,2017-05-28 04:00:00+00,fastenalcompany,17468
1982541,2017-05-28 04:00:00+00,Fiserv,12705
1982568,2017-05-28 04:00:00+00,NetEaseOfficial,2297
1982602,2017-05-28 04:00:00+00,NVIDIA,2089582
1982705,2017-05-28 04:00:00+00,splunk,49272
1982751,2017-05-28 04:00:00+00,dexcom,53267
1982896,2017-05-28 04:00:00+00,marriottinternational,344971
1982940,2017-05-28 04:00:00+00,DocuSign,187037
1982968,2017-05-28 04:00:00+00,Google,23100368
1982978,2017-05-28 04:00:00+00,xcelenergy,18405
1983092,2017-05-28 04:00:00+00,Cintas,17543
1983103,2017-05-28 04:00:00+00,MonsterEnergy,25725338
1983130,2017-05-28 04:00:00+00,netflix,34971144
1983136,2017-05-28 04:00:00+00,ANSYSInc,86278
1983334,2017-05-28 04:00:00+00,nxpsemi,77056
1983340,2017-05-28 04:00:00+00,AnalogDevicesInc,65551
1983625,2017-05-28 04:00:00+00,Verisign,307961
1983665,2017-05-28 04:00:00+00,Starbucks,36749623
1983690,2017-05-28 04:00:00+00,siriusxm,1123310
1983746,2017-05-28 04:00:00+00,invisalign,236973
1983764,2017-05-28 04:00:00+00,tesla,2108152
1983942,2017-05-28 04:00:00+00,autodesk,1079821
1984137,2017-05-28 04:00:00+00,PepsiCo,222289
1984205,2017-05-28 04:00:00+00,Paychex,14269
1984217,2017-05-28 04:00:00+00,OfficialCSX,155667
1984254,2017-05-28 04:00:00+00,Cisco,845011
1984302,2017-05-28 04:00:00+00,LamResearchCorporation,34390
1984426,2017-05-28 04:00:00+00,MaximIntegrated,6536
1984448,2017-05-28 04:00:00+00,Adobe,412598
1984513,2017-05-28 04:00:00+00,Cerner,19447
1984565,2017-05-28 04:00:00+00,Microsoft,11644798
1984636,2017-05-28 04:00:00+00,Synopsys,21093
1984708,2017-05-28 04:00:00+00,Walgreens,4460032
1984719,2017-05-28 04:00:00+00,Amazon,27334073
1984852,2017-05-28 04:00:00+00,Activision,837313
1984934,2017-05-29 04:00:00+00,asml,16908
1984959,2017-05-29 04:00:00+00,CDWCorporation,105761
1984967,2017-05-29 04:00:00+00,FOXTV,2481846
1984985,2017-05-29 04:00:00+00,skyworksinc,2445
1985149,2017-05-29 04:00:00+00,intuit,221419
1985222,2017-05-29 04:00:00+00,PayPal,5433063
1985286,2017-05-29 04:00:00+00,Verisign,307959
1985394,2017-05-29 04:00:00+00,Starbucks,36749405
1985420,2017-05-29 04:00:00+00,PACCARFinancial,655
1985483,2017-05-29 04:00:00+00,Cerner,19450
1985487,2017-05-29 04:00:00+00,siriusxm,1124431
1985586,2017-05-29 04:00:00+00,mondelezinternational,172782
1985652,2017-05-29 04:00:00+00,invisalign,237163
1985705,2017-05-29 04:00:00+00,tesla,2109248
1985894,2017-05-29 04:00:00+00,americanelectricpower,13855
1985900,2017-05-29 04:00:00+00,Broadcom,11655
1985970,2017-05-29 04:00:00+00,Microsoft,11646973
1986173,2017-05-29 04:00:00+00,autodesk,1080295
1986334,2017-05-29 04:00:00+00,XilinxInc,19835
1986566,2017-05-29 04:00:00+00,IDEXX,41873
1986582,2017-05-29 04:00:00+00,Synopsys,21097
1986607,2017-05-29 04:00:00+00,Copart,389845
1986698,2017-05-29 04:00:00+00,MercadoLibre,5791567
1986865,2017-05-29 04:00:00+00,lululemon,1842865
1986866,2017-05-29 04:00:00+00,PepsiCo,222363
1986932,2017-05-29 04:00:00+00,Atlassian,148099
1987028,2017-05-29 04:00:00+00,Paychex,14272
1987030,2017-05-29 04:00:00+00,checkpointsoftware,25365
1987096,2017-05-29 04:00:00+00,OfficialCSX,155670
1987177,2017-05-29 04:00:00+00,splunk,49285
1987213,2017-05-29 04:00:00+00,dexcom,53367
1987241,2017-05-29 04:00:00+00,Activision,837494
1987305,2017-05-29 04:00:00+00,workday,13938
1987314,2017-05-29 04:00:00+00,dollartree,2262472
1987361,2017-05-29 04:00:00+00,marriottinternational,345091
1987410,2017-05-29 04:00:00+00,Cisco,845128
1987468,2017-05-29 04:00:00+00,MarvellSemiconductor,1697
1987501,2017-05-29 04:00:00+00,DocuSign,187071
1987577,2017-05-29 04:00:00+00,Google,23116123
1987607,2017-05-29 04:00:00+00,Walgreens,4460495
1987622,2017-05-29 04:00:00+00,NVIDIA,2089814
1987637,2017-05-29 04:00:00+00,xcelenergy,18417
1987638,2017-05-29 04:00:00+00,TripAdvisor,4449519
1987742,2017-05-29 04:00:00+00,NetEaseOfficial,2304
1987815,2017-05-29 04:00:00+00,Fiserv,12709
1987858,2017-05-29 04:00:00+00,fastenalcompany,17472
1987892,2017-05-29 04:00:00+00,Amazon,27336923
1987949,2017-05-29 04:00:00+00,Cintas,17546
1987963,2017-05-29 04:00:00+00,EA,4628519
1987988,2017-05-29 04:00:00+00,MonsterEnergy,25731242
1988060,2017-05-29 04:00:00+00,netflix,35014298
1988082,2017-05-29 04:00:00+00,ANSYSInc,86289
1988111,2017-05-29 04:00:00+00,Qualcomm,2729802
1988141,2017-05-29 04:00:00+00,microchiptechnology,347616
1988148,2017-05-29 04:00:00+00,LamResearchCorporation,34391
1988222,2017-05-29 04:00:00+00,facebook,187899452
1988248,2017-05-29 04:00:00+00,oreillyautoparts,648803
1988400,2017-05-29 04:00:00+00,illuminainc,11091
1988472,2017-05-29 04:00:00+00,Costco,1566441
1988610,2017-05-29 04:00:00+00,AutomaticDataProcessing,32546
1988677,2017-05-29 04:00:00+00,nxpsemi,77061
1988704,2017-05-29 04:00:00+00,AnalogDevicesInc,65788
1988757,2017-05-29 04:00:00+00,Intel,35516976
1988978,2017-05-29 04:00:00+00,MaximIntegrated,6538
1988999,2017-05-29 04:00:00+00,AMD,2515433
1989172,2017-05-29 04:00:00+00,Adobe,412747
1989173,2017-05-29 04:00:00+00,Cognizant,328204
1989220,2017-05-30 04:00:00+00,autodesk,1080823
1989340,2017-05-30 04:00:00+00,MonsterEnergy,25735291
1989356,2017-05-30 04:00:00+00,AnalogDevicesInc,66009
1989421,2017-05-30 04:00:00+00,LamResearchCorporation,34391
1989431,2017-05-30 04:00:00+00,Microsoft,11649463
1989452,2017-05-30 04:00:00+00,intuit,221419
1989547,2017-05-30 04:00:00+00,MercadoLibre,5834273
1989560,2017-05-30 04:00:00+00,Copart,390513
1989661,2017-05-30 04:00:00+00,Broadcom,11657
1989706,2017-05-30 04:00:00+00,mondelezinternational,172846
1989729,2017-05-30 04:00:00+00,PACCARFinancial,655
1989793,2017-05-30 04:00:00+00,FOXTV,2482095
1989800,2017-05-30 04:00:00+00,Cognizant,328249
1989860,2017-05-30 04:00:00+00,Intel,35521531
1989882,2017-05-30 04:00:00+00,AutomaticDataProcessing,32555
1989900,2017-05-30 04:00:00+00,Costco,1566996
1989933,2017-05-30 04:00:00+00,oreillyautoparts,648860
1989936,2017-05-30 04:00:00+00,facebook,187922989
1989952,2017-05-30 04:00:00+00,Qualcomm,2740242
1989990,2017-05-30 04:00:00+00,fastenalcompany,17475
1990021,2017-05-30 04:00:00+00,NVIDIA,2090124
1990086,2017-05-30 04:00:00+00,splunk,49290
1990229,2017-05-30 04:00:00+00,Cintas,17549
1990245,2017-05-30 04:00:00+00,netflix,35049377
1990333,2017-05-30 04:00:00+00,nxpsemi,77068
1990488,2017-05-30 04:00:00+00,siriusxm,1125292
1990513,2017-05-30 04:00:00+00,invisalign,237381
1990689,2017-05-30 04:00:00+00,PepsiCo,222438
1990708,2017-05-30 04:00:00+00,Paychex,14272
1990728,2017-05-30 04:00:00+00,Cisco,845220
1990891,2017-05-30 04:00:00+00,Synopsys,21099
1991048,2017-05-30 04:00:00+00,MarvellSemiconductor,1697
1991110,2017-05-30 04:00:00+00,TripAdvisor,4454653
1991155,2017-05-30 04:00:00+00,XilinxInc,19834
1991217,2017-05-30 04:00:00+00,skyworksinc,2454
1991218,2017-05-30 04:00:00+00,CDWCorporation,105758
1991258,2017-05-30 04:00:00+00,illuminainc,11099
1991333,2017-05-30 04:00:00+00,workday,13946
1991334,2017-05-30 04:00:00+00,dollartree,2262823
1991375,2017-05-30 04:00:00+00,microchiptechnology,347612
1991414,2017-05-30 04:00:00+00,AMD,2515905
1991501,2017-05-30 04:00:00+00,IDEXX,41880
1991591,2017-05-30 04:00:00+00,Atlassian,148181
1991658,2017-05-30 04:00:00+00,Activision,837649
1991711,2017-05-30 04:00:00+00,Amazon,27340519
1991716,2017-05-30 04:00:00+00,Walgreens,4460988
1991802,2017-05-30 04:00:00+00,Cerner,19455
1991830,2017-05-30 04:00:00+00,Adobe,412966
1991840,2017-05-30 04:00:00+00,MaximIntegrated,6539
1991924,2017-05-30 04:00:00+00,OfficialCSX,155684
1992122,2017-05-30 04:00:00+00,tesla,2110358
1992164,2017-05-30 04:00:00+00,Starbucks,36749496
1992181,2017-05-30 04:00:00+00,Verisign,307988
1992325,2017-05-30 04:00:00+00,xcelenergy,18426
1992395,2017-05-30 04:00:00+00,ANSYSInc,86299
1992466,2017-05-30 04:00:00+00,Google,23133761
1992478,2017-05-30 04:00:00+00,DocuSign,187134
1992497,2017-05-30 04:00:00+00,marriottinternational,345186
1992566,2017-05-30 04:00:00+00,dexcom,53427
1992638,2017-05-30 04:00:00+00,NetEaseOfficial,2311
1992649,2017-05-30 04:00:00+00,Fiserv,12714
1992668,2017-05-30 04:00:00+00,EA,4629034
1992843,2017-05-30 04:00:00+00,asml,16921
1992885,2017-05-30 04:00:00+00,PayPal,5434547
1993124,2017-05-30 04:00:00+00,lululemon,1843410
1993160,2017-05-30 04:00:00+00,checkpointsoftware,25375
1993386,2017-05-30 04:00:00+00,americanelectricpower,13858
1993469,2017-05-31 04:00:00+00,FOXTV,2482523
1993598,2017-05-31 04:00:00+00,PayPal,5435876
1993670,2017-05-31 04:00:00+00,autodesk,1081385
1993698,2017-05-31 04:00:00+00,PACCARFinancial,655
1993777,2017-05-31 04:00:00+00,mondelezinternational,172917
1993924,2017-05-31 04:00:00+00,Broadcom,11659
1993957,2017-05-31 04:00:00+00,americanelectricpower,13861
1994286,2017-05-31 04:00:00+00,Copart,391139
1994342,2017-05-31 04:00:00+00,MercadoLibre,5873166
1994381,2017-05-31 04:00:00+00,tesla,2111467
1994428,2017-05-31 04:00:00+00,lululemon,1844089
1994461,2017-05-31 04:00:00+00,invisalign,237650
1994465,2017-05-31 04:00:00+00,Microsoft,11650720
1994561,2017-05-31 04:00:00+00,workday,13959
1994562,2017-05-31 04:00:00+00,dollartree,2263004
1994703,2017-05-31 04:00:00+00,microchiptechnology,347610
1994709,2017-05-31 04:00:00+00,siriusxm,1126246
1994750,2017-05-31 04:00:00+00,illuminainc,11103
1994771,2017-05-31 04:00:00+00,checkpointsoftware,25393
1994784,2017-05-31 04:00:00+00,Cerner,19460
1994806,2017-05-31 04:00:00+00,intuit,221427
1994839,2017-05-31 04:00:00+00,AMD,2516494
1994841,2017-05-31 04:00:00+00,Starbucks,36750294
1994872,2017-05-31 04:00:00+00,CDWCorporation,105757
1994880,2017-05-31 04:00:00+00,skyworksinc,2455
1995010,2017-05-31 04:00:00+00,Verisign,307971
1995091,2017-05-31 04:00:00+00,XilinxInc,19844
1995140,2017-05-31 04:00:00+00,IDEXX,41892
1995251,2017-05-31 04:00:00+00,TripAdvisor,4459974
1995458,2017-05-31 04:00:00+00,LamResearchCorporation,34393
1995461,2017-05-31 04:00:00+00,Atlassian,148264
1995474,2017-05-31 04:00:00+00,MarvellSemiconductor,1699
1995608,2017-05-31 04:00:00+00,Adobe,413156
1995712,2017-05-31 04:00:00+00,MaximIntegrated,6541
1995835,2017-05-31 04:00:00+00,nxpsemi,77076
1995851,2017-05-31 04:00:00+00,AnalogDevicesInc,66231
1995884,2017-05-31 04:00:00+00,xcelenergy,18435
1996142,2017-05-31 04:00:00+00,ANSYSInc,86321
1996158,2017-05-31 04:00:00+00,netflix,35077894
1996175,2017-05-31 04:00:00+00,Amazon,27344007
1996203,2017-05-31 04:00:00+00,MonsterEnergy,25739700
1996210,2017-05-31 04:00:00+00,Cintas,17555
1996331,2017-05-31 04:00:00+00,Walgreens,4461437
1996400,2017-05-31 04:00:00+00,Google,23148145
1996439,2017-05-31 04:00:00+00,DocuSign,187212
1996446,2017-05-31 04:00:00+00,Cisco,845363
1996507,2017-05-31 04:00:00+00,marriottinternational,345336
1996537,2017-05-31 04:00:00+00,Activision,837814
1996602,2017-05-31 04:00:00+00,OfficialCSX,155697
1996673,2017-05-31 04:00:00+00,Paychex,14272
1996711,2017-05-31 04:00:00+00,splunk,49306
1996756,2017-05-31 04:00:00+00,dexcom,53529
1996853,2017-05-31 04:00:00+00,PepsiCo,222552
1996943,2017-05-31 04:00:00+00,NVIDIA,2090716
1996996,2017-05-31 04:00:00+00,NetEaseOfficial,2312
1997029,2017-05-31 04:00:00+00,Fiserv,12722
1997044,2017-05-31 04:00:00+00,fastenalcompany,17480
1997100,2017-05-31 04:00:00+00,EA,4629256
1997192,2017-05-31 04:00:00+00,Qualcomm,2748778
1997228,2017-05-31 04:00:00+00,facebook,187935608
1997241,2017-05-31 04:00:00+00,oreillyautoparts,648901
1997355,2017-05-31 04:00:00+00,Costco,1567413
1997357,2017-05-31 04:00:00+00,Synopsys,21099
1997493,2017-05-31 04:00:00+00,Intel,35528688
1997672,2017-05-31 04:00:00+00,AutomaticDataProcessing,32563
1997707,2017-05-31 04:00:00+00,Cognizant,328289
1997716,2017-05-31 04:00:00+00,asml,16946
1997746,2017-06-01 04:00:00+00,FOXTV,2482764
1997803,2017-06-01 04:00:00+00,Adobe,413322
1997879,2017-06-01 04:00:00+00,Paychex,14277
1998007,2017-06-01 04:00:00+00,PayPal,5438000
1998184,2017-06-01 04:00:00+00,splunk,49326
1998202,2017-06-01 04:00:00+00,PACCARFinancial,655
1998207,2017-06-01 04:00:00+00,intuit,221431
1998222,2017-06-01 04:00:00+00,autodesk,1082041
1998233,2017-06-01 04:00:00+00,LamResearchCorporation,34412
1998234,2017-06-01 04:00:00+00,MaximIntegrated,6546
1998365,2017-06-01 04:00:00+00,mondelezinternational,173016
1998415,2017-06-01 04:00:00+00,Qualcomm,2749218
1998440,2017-06-01 04:00:00+00,facebook,187957971
1998604,2017-06-01 04:00:00+00,oreillyautoparts,648938
1998656,2017-06-01 04:00:00+00,Broadcom,11663
1998709,2017-06-01 04:00:00+00,nxpsemi,77079
1998712,2017-06-01 04:00:00+00,americanelectricpower,13863
1998745,2017-06-01 04:00:00+00,AnalogDevicesInc,66269
1998777,2017-06-01 04:00:00+00,xcelenergy,18439
1998862,2017-06-01 04:00:00+00,dexcom,53637
1999046,2017-06-01 04:00:00+00,PepsiCo,222649
1999354,2017-06-01 04:00:00+00,Cognizant,328417
1999388,2017-06-01 04:00:00+00,Copart,391708
1999484,2017-06-01 04:00:00+00,tesla,2112818
1999494,2017-06-01 04:00:00+00,MercadoLibre,5899938
1999666,2017-06-01 04:00:00+00,lululemon,1844455
1999717,2017-06-01 04:00:00+00,Microsoft,11652541
1999741,2017-06-01 04:00:00+00,invisalign,237947
1999839,2017-06-01 04:00:00+00,AutomaticDataProcessing,32574
1999922,2017-06-01 04:00:00+00,ANSYSInc,86341
1999927,2017-06-01 04:00:00+00,workday,13966
1999930,2017-06-01 04:00:00+00,dollartree,2263106
1999986,2017-06-01 04:00:00+00,netflix,35108822
2000042,2017-06-01 04:00:00+00,NVIDIA,2091122
2000066,2017-06-01 04:00:00+00,Amazon,27346865
2000159,2017-06-01 04:00:00+00,MonsterEnergy,25742841
2000202,2017-06-01 04:00:00+00,Cintas,17558
2000220,2017-06-01 04:00:00+00,microchiptechnology,347617
2000241,2017-06-01 04:00:00+00,siriusxm,1127116
2000311,2017-06-01 04:00:00+00,illuminainc,11112
2000362,2017-06-01 04:00:00+00,checkpointsoftware,25409
2000375,2017-06-01 04:00:00+00,Cerner,19464
2000419,2017-06-01 04:00:00+00,Costco,1567763
2000483,2017-06-01 04:00:00+00,NetEaseOfficial,2319
2000491,2017-06-01 04:00:00+00,AMD,2517461
2000496,2017-06-01 04:00:00+00,Starbucks,36750624
2000556,2017-06-01 04:00:00+00,CDWCorporation,105842
2000569,2017-06-01 04:00:00+00,skyworksinc,2459
2000731,2017-06-01 04:00:00+00,Walgreens,4461712
2000737,2017-06-01 04:00:00+00,Fiserv,12726
2000833,2017-06-01 04:00:00+00,Verisign,307981
2000863,2017-06-01 04:00:00+00,fastenalcompany,17480
2000939,2017-06-01 04:00:00+00,Synopsys,21102
2000966,2017-06-01 04:00:00+00,Google,23160842
2001003,2017-06-01 04:00:00+00,XilinxInc,19851
2001077,2017-06-01 04:00:00+00,asml,16954
2001102,2017-06-01 04:00:00+00,IDEXX,41905
2001135,2017-06-01 04:00:00+00,DocuSign,187277
2001161,2017-06-01 04:00:00+00,Cisco,845484
2001308,2017-06-01 04:00:00+00,EA,4629890
2001315,2017-06-01 04:00:00+00,TripAdvisor,4464893
2001395,2017-06-01 04:00:00+00,marriottinternational,345432
2001568,2017-06-01 04:00:00+00,Activision,838073
2001732,2017-06-01 04:00:00+00,Atlassian,148363
2001741,2017-06-01 04:00:00+00,Intel,35539934
2001757,2017-06-01 04:00:00+00,OfficialCSX,155704
2001758,2017-06-01 04:00:00+00,MarvellSemiconductor,1701
2001982,2017-06-02 04:00:00+00,intuit,221438
2002056,2017-06-02 04:00:00+00,Activision,838295
2002182,2017-06-02 04:00:00+00,Amazon,27349947
2002196,2017-06-02 04:00:00+00,Walgreens,4461889
2002271,2017-06-02 04:00:00+00,Synopsys,21101
2002275,2017-06-02 04:00:00+00,LamResearchCorporation,34423
2002370,2017-06-02 04:00:00+00,Microsoft,11653538
2002396,2017-06-02 04:00:00+00,Cerner,19472
2002459,2017-06-02 04:00:00+00,Adobe,413393
2002484,2017-06-02 04:00:00+00,MaximIntegrated,6547
2002645,2017-06-02 04:00:00+00,Cisco,845533
2002677,2017-06-02 04:00:00+00,OfficialCSX,155710
2002695,2017-06-02 04:00:00+00,Paychex,14280
2002724,2017-06-02 04:00:00+00,PepsiCo,222739
2003100,2017-06-02 04:00:00+00,tesla,2114843
2003122,2017-06-02 04:00:00+00,autodesk,1082575
2003153,2017-06-02 04:00:00+00,invisalign,238200
2003208,2017-06-02 04:00:00+00,siriusxm,1127478
2003235,2017-06-02 04:00:00+00,Starbucks,36751410
2003273,2017-06-02 04:00:00+00,Verisign,307952
2003565,2017-06-02 04:00:00+00,nxpsemi,77080
2003568,2017-06-02 04:00:00+00,AnalogDevicesInc,66278
2003572,2017-06-02 04:00:00+00,xcelenergy,18444
2003764,2017-06-02 04:00:00+00,ANSYSInc,86351
2003775,2017-06-02 04:00:00+00,netflix,35162291
2003803,2017-06-02 04:00:00+00,MonsterEnergy,25742128
2003815,2017-06-02 04:00:00+00,Cintas,17560
2003942,2017-06-02 04:00:00+00,Google,23170327
2003970,2017-06-02 04:00:00+00,DocuSign,187328
2004016,2017-06-02 04:00:00+00,marriottinternational,345591
2004150,2017-06-02 04:00:00+00,splunk,49349
2004213,2017-06-02 04:00:00+00,dexcom,53761
2004307,2017-06-02 04:00:00+00,NVIDIA,2091330
2004344,2017-06-02 04:00:00+00,NetEaseOfficial,2324
2004367,2017-06-02 04:00:00+00,Fiserv,12728
2004377,2017-06-02 04:00:00+00,fastenalcompany,17486
2004412,2017-06-02 04:00:00+00,EA,4630456
2004497,2017-06-02 04:00:00+00,facebook,187973615
2004503,2017-06-02 04:00:00+00,oreillyautoparts,648978
2004517,2017-06-02 04:00:00+00,Qualcomm,2749343
2004578,2017-06-02 04:00:00+00,Costco,1568420
2004631,2017-06-02 04:00:00+00,Intel,35544704
2004791,2017-06-02 04:00:00+00,AutomaticDataProcessing,32591
2004812,2017-06-02 04:00:00+00,Cognizant,328470
2004818,2017-06-02 04:00:00+00,asml,16963
2004825,2017-06-02 04:00:00+00,FOXTV,2482877
2004917,2017-06-02 04:00:00+00,PayPal,5440817
2004981,2017-06-02 04:00:00+00,PACCARFinancial,655
2005035,2017-06-02 04:00:00+00,mondelezinternational,173087
2005132,2017-06-02 04:00:00+00,Broadcom,11668
2005149,2017-06-02 04:00:00+00,americanelectricpower,13863
2005379,2017-06-02 04:00:00+00,Copart,392079
2005414,2017-06-02 04:00:00+00,MercadoLibre,5925295
2005470,2017-06-02 04:00:00+00,lululemon,1844785
2005559,2017-06-02 04:00:00+00,workday,13972
2005560,2017-06-02 04:00:00+00,dollartree,2263702
2005658,2017-06-02 04:00:00+00,microchiptechnology,347620
2005689,2017-06-02 04:00:00+00,illuminainc,11122
2005709,2017-06-02 04:00:00+00,checkpointsoftware,25433
2005748,2017-06-02 04:00:00+00,AMD,2518739
2005769,2017-06-02 04:00:00+00,CDWCorporation,105897
2005773,2017-06-02 04:00:00+00,skyworksinc,2462
2005921,2017-06-02 04:00:00+00,XilinxInc,19860
2005952,2017-06-02 04:00:00+00,IDEXX,41914
2006023,2017-06-02 04:00:00+00,TripAdvisor,4469228
2006163,2017-06-02 04:00:00+00,Atlassian,148466
2006169,2017-06-02 04:00:00+00,MarvellSemiconductor,1701
2006300,2017-06-03 04:00:00+00,DocuSign,187383
2006356,2017-06-03 04:00:00+00,IDEXX,41978
2006371,2017-06-03 04:00:00+00,illuminainc,11135
2006378,2017-06-03 04:00:00+00,TripAdvisor,4472741
2006382,2017-06-03 04:00:00+00,MarvellSemiconductor,1701
2006391,2017-06-03 04:00:00+00,Synopsys,21104
