timestamp,open,high,low,close,adjusted close,volume,dividend amount
2021-02-19,134.5605,135.7000,132.2850,132.5100,132.5100,17889138,0.0000
2021-02-12,141.1900,141.8100,133.4500,133.8700,133.8700,27393128,0.0000
2021-02-05,136.9800,142.1200,135.9001,140.9600,140.9600,19670853,0.0000
2021-01-29,138.0637,142.3300,136.0150,136.5700,136.5700,27023442,0.0000
2021-01-22,142.3750,142.5800,138.2300,138.5900,138.5900,19877133,0.0000
2021-01-15,144.0300,144.3100,139.4450,141.3900,141.3900,22439433,0.0000
2021-01-08,147.0100,147.7800,141.1450,144.1800,144.1800,25241870,0.0000
2020-12-31,145.7760,148.7700,145.5400,148.3000,148.3000,9938956,0.0000
2020-12-24,145.0000,145.6600,143.4700,145.0600,145.0600,10129106,0.0000
2020-12-18,145.2500,147.1000,143.8900,146.9300,146.9300,24344828,0.0000
2020-12-11,145.6800,146.5600,143.4100,144.9700,144.9700,18643638,0.0000
2020-12-04,144.4600,146.9400,142.8800,145.8500,145.8500,21683338,1.0225
2020-11-27,143.3100,145.2800,141.8800,144.6000,143.5836,11771037,0.0000
2020-11-20,145.0000,146.5650,142.3400,143.4200,142.4119,18391046,0.0000
2020-11-13,142.0000,144.8900,136.1935,144.7100,143.6929,20936535,0.0000
2020-11-06,135.6100,141.7000,133.7800,138.3800,137.4074,17531539,0.0000
2020-10-30,138.7400,139.8900,131.7100,133.2900,132.3531,20178518,0.0000
2020-10-23,141.3400,142.5300,139.0100,139.5600,138.5791,14202801,0.0000
2020-10-16,141.1200,144.1100,139.7800,141.7300,140.7338,22485532,0.0000
2020-10-09,138.1100,139.2600,135.1500,138.4400,137.4669,20069747,0.0000
2020-10-02,136.0400,140.8500,135.6700,138.0600,137.0896,30496503,0.0000
2020-09-25,130.3700,133.8300,129.3600,133.5500,132.6113,23156195,0.0000
2020-09-18,136.5275,137.5000,130.0100,131.4700,130.5459,23873200,0.0000
2020-09-11,138.3100,138.6295,133.8800,135.8100,134.8554,18646283,0.0000
2020-09-04,139.3200,144.0350,136.9400,138.7600,137.7847,23649277,1.0225
2020-08-28,136.4600,139.9600,136.1100,139.9400,137.9443,19309862,0.0000
2020-08-21,137.5000,138.8900,135.2500,136.4600,134.5140,15735791,0.0000
2020-08-14,136.3200,138.6800,134.6200,137.5600,135.5983,15634032,0.0000
2020-08-07,137.1100,138.1500,135.2735,136.7400,134.7900,14682729,0.0000
2020-07-31,135.5300,139.0000,134.8500,137.6600,135.6969,17696386,0.0000
2020-07-24,134.6100,138.6400,132.1800,136.0600,134.1197,20828145,0.0000
2020-07-17,136.7700,138.0700,133.0500,134.6600,132.7396,28309273,0.0000
2020-07-10,133.0800,134.8900,131.2800,134.4600,132.5425,22382438,0.0000
2020-07-02,130.1800,134.1700,129.4300,132.8500,130.9555,15207707,0.0000
2020-06-26,130.5500,132.6800,128.0500,128.9300,127.0914,23673758,0.0000
2020-06-19,128.2900,134.8200,126.5300,131.2800,129.4078,25704855,0.0000
2020-06-12,131.3800,135.1600,127.4300,129.0000,127.1604,34710638,0.0000
2020-06-05,131.6000,134.2800,130.1800,132.4400,130.5513,27104452,1.0225
2020-05-29,131.9400,132.7300,128.5800,131.5500,128.6664,29581020,0.0000
2020-05-22,136.8500,137.9900,129.1700,130.4800,127.6199,31602957,0.0000
2020-05-15,133.4300,137.6600,130.1500,135.9500,132.9700,38535481,0.0000
2020-05-08,130.1700,135.1600,129.3200,134.2300,131.2877,22756842,0.0000
2020-05-01,134.4200,137.6800,129.5200,130.1400,127.2873,28661415,0.0000
2020-04-24,136.9400,137.3800,130.0300,134.3600,131.4148,22033284,0.0000
2020-04-17,131.6900,138.6300,129.4300,137.5500,134.5349,25267330,0.0000
2020-04-09,128.6600,135.0800,125.2900,133.6300,130.7008,25240148,0.0000
2020-04-03,121.6100,125.8400,115.6700,124.5900,121.8590,32617015,0.0000
2020-03-27,106.0000,124.6500,102.8700,120.4600,117.8195,55089677,0.0000
2020-03-20,114.6900,127.8600,101.4200,103.9300,101.6518,62368719,0.0000
2020-03-13,130.1800,134.5700,113.5900,127.4500,124.6563,49259651,0.0000
2020-03-06,132.0000,142.7100,131.4500,137.2600,134.2512,38203291,0.9550
2020-02-28,145.8600,147.1500,128.3500,132.0300,128.2490,41548143,0.0000
2020-02-21,147.1100,147.2000,143.9500,145.8500,141.6732,14995586,0.0000
2020-02-14,145.9300,147.1500,143.5200,146.9900,142.7806,20461384,0.0000
2020-02-07,142.7700,145.7200,141.8400,145.3700,141.2070,17687975,0.0000
2020-01-31,141.6500,144.6500,141.0500,142.0200,137.9529,18878843,0.0000
