timestamp,open,high,low,close,adjusted close,volume,dividend amount
2021-02-19,110.9900,113.8450,108.6000,111.3600,111.3600,19739583,0.0000
2021-02-12,113.4200,114.3700,107.6600,109.9900,109.9900,25203816,0.0000
2021-02-05,103.8620,113.7400,103.0901,112.2200,112.2200,20762415,0.0000
2021-01-29,106.7500,107.9900,100.3600,102.6900,102.6900,34696554,0.0000
2021-01-22,109.3750,109.9700,106.8500,107.2800,107.2800,16432826,0.0000
2021-01-15,116.2500,117.1000,106.1700,108.2000,108.2000,28460723,0.0000
2021-01-08,113.7500,117.2700,109.5700,116.7900,116.7900,19442366,0.0000
2020-12-31,113.3400,113.9600,111.6900,113.8600,113.8600,11935163,0.0000
2020-12-24,112.4700,113.1400,109.6100,112.6300,112.6300,12604437,0.0000
2020-12-18,115.5400,115.8000,113.1300,114.8100,114.8100,20809518,0.0000
2020-12-11,117.9351,121.8300,112.2500,114.8200,114.8200,29530487,0.0000
2020-12-04,114.6300,117.7000,112.8900,117.1300,117.1300,16642586,0.0000
2020-11-27,114.1300,115.8100,111.5600,115.5300,115.5300,12516957,0.0000
2020-11-20,110.7700,114.1400,107.9100,113.0700,113.0700,19887127,0.0000
2020-11-13,109.7500,117.5300,105.2200,108.8500,108.8500,21917368,0.0000
2020-11-06,96.9200,103.5800,95.9500,103.0700,103.0700,19140366,0.0000
2020-10-30,99.8900,100.0500,92.8100,95.4700,95.4700,32775115,0.0000
2020-10-23,101.3600,101.9000,98.3550,101.1800,101.1800,16005233,0.0000
2020-10-16,105.5900,107.2000,100.3180,101.2200,101.2200,20146134,0.0000
2020-10-09,102.8000,105.2700,100.0600,105.1100,105.1100,17759180,0.0000
2020-10-02,104.0000,105.8000,100.9000,101.6500,101.6500,18593302,0.0000
2020-09-25,101.2400,102.4950,96.7700,102.1300,102.1300,24668908,0.0000
2020-09-18,94.7500,104.7000,94.1900,103.5000,103.5000,41367941,0.0000
2020-09-11,97.5800,98.7700,92.1500,93.0600,93.0600,21805093,0.0000
2020-09-04,100.0228,103.6300,98.0300,99.0300,99.0300,26709309,0.0000
2020-08-28,96.4300,100.1700,94.9900,100.1600,100.1600,21413659,0.0000
2020-08-21,100.2900,104.4000,95.0500,95.6300,95.6300,26082057,0.0000
2020-08-14,103.6800,103.9300,96.9900,99.7700,99.7700,22338648,0.0000
2020-08-07,100.5200,103.9900,97.6200,103.9100,103.9100,29893947,0.0000
2020-07-31,100.1700,101.7100,98.8400,99.7900,99.7900,15758913,0.0000
2020-07-24,102.5500,104.2900,99.8700,100.6300,100.6300,16694444,0.0000
2020-07-17,96.7600,102.9900,93.6200,102.6000,102.6000,23723100,0.0000
2020-07-10,99.4300,99.8700,93.9000,95.9800,95.9800,20215400,0.0000
2020-07-02,95.1600,100.7200,93.7500,98.2500,98.2500,16083600,0.0000
2020-06-26,99.7900,103.2000,94.5000,94.9200,94.9200,38206283,0.0000
2020-06-19,99.1500,105.3400,97.6000,100.0500,100.0500,22890145,0.0000
2020-06-12,109.1400,109.7100,98.4500,100.3400,100.3400,25712025,0.0000
2020-06-05,106.3300,109.8427,105.0400,109.5500,109.5500,21566137,0.0000
2020-05-29,106.6100,107.6900,102.9400,106.7700,106.7700,16669529,0.0000
2020-05-22,102.1500,106.5100,101.8000,103.9300,103.9300,21731253,0.0000
2020-05-15,104.1200,104.3400,96.9400,100.0200,100.0200,29357428,0.0000
2020-05-08,99.4300,108.8300,99.0000,104.7800,104.7800,23425525,0.0000
2020-05-01,97.4900,105.5800,96.4800,100.2500,100.2500,19139980,0.0000
2020-04-24,98.8300,99.7800,91.4000,96.2900,96.2900,16374478,0.0000
2020-04-17,97.9900,100.7650,92.8300,100.6300,100.6300,24820280,0.0000
2020-04-09,91.5800,101.8200,90.1300,99.2200,99.2200,18988282,0.0000
2020-04-03,93.9500,98.7350,84.3700,86.1900,86.1900,25041681,0.0000
2020-03-27,81.4200,98.3500,74.8500,93.9500,93.9500,34527640,0.0000
2020-03-20,93.6900,94.8100,73.5000,81.7700,81.7700,48425657,0.0000
2020-03-13,99.8116,108.0400,93.5800,103.4200,103.4200,44518143,0.0000
2020-03-06,108.6400,114.9500,103.0700,106.8100,106.8100,25544029,0.0000
2020-02-28,116.5800,118.8800,104.5800,109.3600,109.3600,25698916,0.0000
2020-02-21,122.9500,123.7800,118.6400,119.4900,119.4900,13385029,0.0000
2020-02-14,121.4200,124.6100,118.7100,122.3200,122.3200,16028508,0.0000
2020-02-07,119.9600,125.0500,119.5100,121.8600,121.8600,19075538,0.0000
2020-01-31,118.7000,121.3400,118.1100,118.6100,118.6100,13179841,0.0000
2020-01-24,120.6000,122.9300,120.3400,120.8400,120.8400,9191067,0.0000
2020-01-17,117.0000,120.8600,116.8600,120.6800,120.6800,13863443,0.0000
2020-01-10,115.1800,118.7000,114.8600,117.1300,117.1300,13347855,0.0000
2020-01-03,116.6100,116.7300,114.5000,116.3700,116.3700,11852742,0.0000
2019-12-27,116.5900,117.2200,115.2900,117.0800,117.0800,5436009,0.0000
2019-12-20,117.1000,118.0000,115.5800,116.6700,116.6700,14498277,0.0000
2019-12-13,114.3900,116.8900,112.6001,116.7500,116.7500,12128955,0.0000
2019-12-06,116.1400,116.3700,112.9700,114.4900,114.4900,12145580,0.0000
2019-11-29,114.0300,117.0400,114.0300,116.2400,116.2400,13926504,0.0000
2019-11-22,114.3200,116.7600,112.6300,113.9200,113.9200,11851878,0.0000
2019-11-15,110.4700,115.0000,108.6800,113.9100,113.9100,16283097,0.0000
2019-11-08,107.5700,111.4550,102.8400,110.6100,110.6100,20823953,0.0000
2019-11-01,103.0300,107.4400,102.0100,106.8500,106.8500,13000046,0.0000
2019-10-25,106.7300,106.8300,100.0300,102.5100,102.5100,15744611,0.0000
2019-10-18,105.8100,107.2300,104.5900,105.6700,105.6700,14960961,0.0000
2019-10-11,105.0000,106.7600,102.1700,105.6800,105.6800,11003334,0.0000
2019-10-04,102.7000,105.8600,99.7500,105.7000,105.7000,13939326,0.0000
2019-09-27,103.3800,106.7600,102.1200,102.6100,102.6100,21107661,0.0000
2019-09-20,101.7800,106.0900,101.5000,104.0800,104.0800,21116860,0.0000
2019-09-13,108.8100,109.2000,101.3409,102.6000,102.6000,21458915,0.0000
2019-09-06,107.0900,109.9151,105.6200,108.6200,108.6200,15098393,0.0000
2019-08-30,105.5100,108.3200,105.0400,106.9400,106.9400,14592286,0.0000
2019-08-23,108.1000,108.5700,104.3400,104.6800,104.6800,19966258,0.0000
2019-08-16,104.9300,107.4800,101.6700,107.2600,107.2600,28586310,0.0000
2019-08-09,102.7300,106.2000,99.5500,105.3000,105.3000,27010178,0.0000
2019-08-02,102.7100,107.0600,102.4900,104.3200,104.3200,72247371,0.0000
2019-07-26,95.8300,104.3100,92.8600,102.3000,102.3000,39746687,0.0000
2019-07-19,94.9400,97.2500,93.6000,95.3900,95.3900,23997626,0.0000
2019-07-12,94.1000,94.8900,92.2800,94.5100,94.5100,13674983,0.0000
2019-07-05,92.3000,94.4800,91.3300,94.4600,94.4600,8970157,0.0000
2019-06-28,91.8600,92.2000,89.7300,91.1600,91.1600,14695712,0.0000
2019-06-21,89.1700,92.2900,88.1800,91.4800,91.4800,14574743,0.0000
2019-06-14,90.1000,91.3800,88.1400,89.2000,89.2000,11806360,0.0000
2019-06-07,86.0900,90.7200,82.2400,89.7400,89.7400,20706472,0.0000
2019-05-31,87.3300,87.8800,85.1900,85.8600,85.8600,12860544,0.0000
2019-05-24,86.5500,89.6600,86.3400,86.9000,86.9000,17048758,0.0000
2019-05-17,83.6000,87.8400,83.0500,87.3000,87.3000,17390967,0.0000
2019-05-10,85.8200,88.0300,81.6200,85.2300,85.2300,24164807,0.0000
2019-05-03,85.3700,89.2100,84.3150,86.7400,86.7400,28026770,0.0000
2019-04-26,84.6100,87.3500,84.5200,85.3700,85.3700,15527900,0.0000
2019-04-18,86.4500,87.0600,84.9500,85.0600,85.0600,15596755,0.0000
2019-04-12,89.6300,89.6300,85.2500,86.3000,86.3000,33182213,0.0000
2019-04-05,88.9800,91.1900,88.1200,89.8600,89.8600,14092125,0.0000
2019-03-29,85.3700,88.6500,84.8600,88.2800,88.2800,16465508,0.0000
2019-03-22,86.8100,87.0300,83.3100,85.5800,85.5800,26046611,0.0000
2019-03-15,84.9900,87.2600,84.9200,86.2400,86.2400,20610141,0.0000
2019-03-08,87.0300,87.2200,84.0200,84.8800,84.8800,12772071,0.0000
2019-03-01,85.4600,86.6700,84.0900,86.3900,86.3900,15852170,0.0000
2019-02-22,85.5900,85.8800,84.0760,85.0300,85.0300,12635701,0.0000
2019-02-15,86.2600,86.2900,83.8100,85.7800,85.7800,25200576,0.0000
2019-02-08,82.8800,85.7300,82.4300,85.7000,85.7000,25530115,0.0000
2019-02-01,84.6700,85.6500,82.2900,82.9200,82.9200,34844742,0.0000
2019-01-25,77.3100,85.1200,77.0100,85.0700,85.0700,42604153,0.0000
2019-01-18,73.2200,77.9100,68.4500,77.8200,77.8200,84380938,0.0000
2019-01-11,73.1500,74.4500,72.4900,74.1000,74.1000,8244959,0.0000
2019-01-04,73.3800,73.6200,69.9700,73.2200,73.2200,8141938,0.0000
2018-12-28,70.7500,73.9600,68.5500,72.9600,72.9600,7592002,0.0000
2018-12-21,76.2900,76.5300,70.1950,70.9200,70.9200,16389638,0.0000
2018-12-14,74.8800,78.7600,74.1900,76.2800,76.2800,9269203,0.0000
2018-12-07,79.5800,80.0700,74.0400,74.7400,74.7400,11009781,0.0000
2018-11-30,77.6200,79.4500,76.4400,79.1300,79.1300,9597658,0.0000
2018-11-23,80.4200,80.5900,75.8400,76.8700,76.8700,6754865,0.0000
2018-11-16,79.9800,80.6200,77.1400,80.2800,80.2800,9754263,0.0000
2018-11-09,75.4000,80.4800,75.3400,80.2400,80.2400,10565027,0.0000
2018-11-02,78.7700,79.7300,73.5100,74.9900,74.9900,18816713,0.0000
2018-10-26,78.8900,79.9950,76.5400,77.9000,77.9000,10892219,0.0000
2018-10-19,76.8500,79.8300,76.2800,78.5300,78.5300,7810516,0.0000
2018-10-12,81.0000,81.5000,75.7400,77.1400,77.1400,9944722,0.0000
2018-10-05,82.6600,82.7900,79.8200,81.0600,81.0600,8323956,0.0000
2018-09-28,80.7000,82.4100,80.5400,82.3800,82.3800,9039770,0.0000
2018-09-21,81.7400,81.8700,79.2800,81.4400,81.4400,10476778,0.0000
2018-09-14,80.1900,81.4700,79.9900,81.3400,81.3400,7490137,0.0000
2018-09-07,79.8300,80.7000,79.2400,79.9200,79.9200,5614857,0.0000
2018-08-31,80.3600,80.4500,77.7900,80.0700,80.0700,9525364,0.0000
2018-08-24,79.6300,80.3300,79.0000,80.0300,80.0300,6857173,0.0000
2018-08-17,79.5300,79.9600,77.6500,79.4400,79.4400,9844741,0.0000
2018-08-10,76.2600,80.0000,76.1100,79.2400,79.2400,8548350,0.0000
2018-08-03,75.9100,76.8200,73.8400,76.2500,76.2500,10089215,0.0000
2018-07-27,77.0500,78.2100,75.8300,76.1200,76.1200,7502322,0.0000
2018-07-20,77.4900,77.7800,76.4300,77.3500,77.3500,6239172,0.0000
2018-07-13,75.5000,77.7300,75.5000,77.4500,77.4500,6707968,0.0000
2018-07-06,73.7000,75.6700,73.5400,75.4900,75.4900,4527333,0.0000
2018-06-29,75.5400,75.5500,73.1900,74.0900,74.0900,7670664,0.0000
2018-06-22,76.0000,76.7500,74.8600,75.5700,75.5700,9017454,0.0000
2018-06-15,75.3500,76.9800,74.7200,76.4900,76.4900,10030455,0.0000
2018-06-08,73.4300,76.1400,73.3400,75.4700,75.4700,9377477,0.0000
2018-06-01,71.3400,73.5700,70.7800,73.3300,73.3300,6903969,0.0000
2018-05-25,73.0700,73.5600,70.7300,71.7700,71.7700,8409794,0.0000
2018-05-18,72.7200,73.2400,71.5800,72.9800,72.9800,6931496,0.0000
2018-05-11,69.8300,72.8900,69.3100,72.7900,72.7900,7726254,0.0000
2018-05-04,71.5100,72.1500,68.4300,69.7200,69.7200,13193331,0.0000
2018-04-27,71.4200,71.9100,69.6600,71.4700,71.4700,6717821,0.0000
2018-04-20,71.4900,72.6200,71.0000,71.3400,71.3400,6137175,0.0000
2018-04-13,70.1000,71.5600,70.0200,70.9000,70.9000,6846580,0.0000
2018-04-06,71.0400,71.9200,69.6700,69.8400,69.8400,9830298,0.0000
2018-03-29,70.9800,71.9200,69.7700,71.3100,71.3100,7754860,0.0000
2018-03-23,147.8000,148.3900,70.0000,70.0100,70.0100,8007707,0.0000
2018-03-16,148.5300,148.9100,146.5800,148.4400,74.2200,6749902,0.0000
2018-03-09,142.8100,148.4200,142.3900,148.2300,74.1150,4276596,0.0000
